onset	duration	transcript
2.64	4.78	I need to go do GBC after this.
9.02	2.75	I hope my polymers will be okay.
12.2	1.34	The polymers should be drying.
14.35	2.15	Some of them are sitting in a vacuum oven.
17.54	2.8	After that, I need to go do some work.
20.89	1.41	Go write some essays.
23.65	5.76	I need to do the sociology essay that I need to do. It's due next week.
29.68	7.2	Also, I need to do my culture essay, due on Tuesday.
37.84	2.46	Otherwise, I just need to catch up with some lectures.
41.02	1.86	I should go get some dinner after that.
44.92	1.04	Dinner should be nice.
46.42	3.62	I want to go at this pho place that I haven't been to for a really, really long time.
52.26	2.68	I hope the pho is pretty good today.
55.4	1.95	After that, I'm going to call my parents.
58.12	2.46	I hope my family is doing well.
62.0	4.37	Then tomorrow, I have a meeting at 11:00.
66.59	2.41	I need to go through that. I need to do that.
69.36	4.36	I hope the kids at Pilot will be doing okay for the upcoming midterm.
74.76	2.45	I probably need to run a review session for them.
78.83	2.1	Dawson is just not a really good professor.
80.97	1.59	I really hope he gets his stuff together.
83.0	5.46	Then after that, I have a board meeting.
89.04	4.04	We need to organize our event for Monday and Tuesday.
94.07	2.67	I hope Nick is taking care of the event on Monday.
97.38	2.28	And then I hope the merch sale on Tuesday, people will come.
100.42	5.06	I hope they didn't blow a lot of money over spring break, so that they'll be able to spend it on our stuff.
106.66	4.38	Speaking of the department, I hope the department will be finding a new head soon.
111.4	1.28	I really wonder who it is.
113.85	3.83	It has to be a tenured faculty, so it can't be any junior faculties.
119.54	1.71	Maybe [Al Sumaya] again.
121.92	6.27	And then speaking of the department, I need to go get Dr. Josephine for class meeting stuff…
130.08	4.6	…which is something I need to ask the board tomorrow during the meeting.
136.46	2.79	Also on that, I need to get my presentation together for that.
140.1	3.78	And speaking of presentation, I also need to do my poster for DREAMS.
144.82	2.06	Do registration for that.
149.1	1.08	So, that'll be fun.
150.85	6.5	Then I may also need to double-check on these guys for the Phoenix conference, see if they're doing okay.
158.11	2.13	So, it's going to be a pretty busy week.
161.0	4.06	Other than that, I think I just need to respond to a couple of emails.
166.36	1.86	Eric, I hope Eric is doing okay.
168.49	0.6	He should be chilling.
169.34	2.34	He already got into dental school.
173.38	1.97	So, I hope everything is all right with him.
175.84	4.0	I haven't gotten dinner with him for a long time, so maybe we should do that in the future.
183.56	2.79	I wonder how Cammie is going.
186.72	2.5	Maybe I should hang out with her sometime soon.
189.58	1.26	I haven't seen her for a hot minute.
