onset	duration	transcript
3.34	2.8	So yeah, I got back home.
6.26	3.56	I got back to college from home this Sunday.
10.3	7.74	I went to home for, I went to India for about a month where I got to meet my family and also my sister.
18.46	2.64	I have a twin sister who just graduated.
21.7	5.96	And so, she graduated a semester early and so now she's at home, and she's going to be starting her job soon.
27.76	3.72	So, we all just got to like get together and celebrate her graduation.
32.4	5.12	We ended up going to Thailand to celebrate it and that was like a surprise trip for her.
37.84	1.42	And it was really, really nice.
39.34	2.58	I actually loved the place and the people there.
43.1	2.6	And there was also like a lot of shopping to do that I love.
46.42	20.7	And then we got back from there and I had a few days left before like I had to come back to college, which was honestly a little bittersweet because I was so excited to see my friends after such a long time, but also really sad to leave home, especially because my sister was at home and she was going to stay for a couple of more days.
68.76	3.3	And she lives in California, so I don't get to see her that often.
72.7	10.32	But yeah, since I've been back, it's been, and like I got back on Sunday, so I didn't really get a lot of time to settle in because classes started on Monday.
83.42	4.04	Thankfully, I had like a late class on Monday at 4.30.
87.7	10.98	And so, I got like some time to unpack and look at my schedule and stuff like that, and like meet my friends one time before we all started our busy semester.
99.66	9.46	But yeah, I think the first week is generally like pretty busy or hectic, I would say, because we're all like trying out classes.
110.4	5.78	But I'm like taking a class called deep learning, which I've been wanting to take since a really, really long time.
116.18	3.26	And I ended up like trying that class out and I liked it.
119.48	5.46	And then I was supposed to like take another class called human-robot interaction.
126.12	4.72	And I went to attend that class, but I didn't really like the vibes that much.
131.26	6.48	There was a lot of like in-class work that had to be done, which I wasn't a huge fan of.
138.2	3.82	I like being at home and just doing work at home.
142.5	3.18	So, I didn't really like it.
146.02	4.22	But there was another class that I tried out, which was called sketching and indexing.
150.24	7.72	And that class was being taught by Benjamin Lambead, who's actually my faculty advisor.
158.52	1.25	And he's just so amazing.
159.77	12.99	And so, I got to take his class for the first time ever in four years, which is so ironic because every semester whenever I meet him for my advising meeting, I tell him that, oh, you know, like he teaches two classes.
172.76	2.16	One of them is called sketching and indexing.
175.3	3.45	And the other one is called computational genomics, I think.
178.75	6.41	And I always tell him that, oh, I'm like planning on taking your class, but I'll try it out and see if like another class works for me.
185.62	1.94	And I never end up taking it.
187.8	5.24	But this semester, I think I like that class more than the other class that I was actually planning on taking.
194.16	1.92	So, I'm going to take sketching and indexing.
196.4	8.6	And it's just such an interesting topic and something that is not cliche at all, like machine learning, AI is something that we hear about every day.
205.0	17.82	But this course is about how data is structured, and how like we compress it and index it such that it can be shared like in a faster manner or scale so that it takes lesser time to like compute on it.
222.96	2.02	Like it makes the whole process more efficient.
