onset	duration	transcript
12.7	1.14	I’m pretty hungry right now.
14.26	6.29	Um, I- I do have mini tacos that I can eat for lunch, um, and yeah.
20.56	4.54	That reminds me, tacos they remind me of like Spanish like you know Mexican food oh uh.
25.32	5.01	That reminds me of my um the one restaurant in uh in New Jersey where I would go in with my friends.
30.34	2.62	I miss my friends, they’re – they’re fun.
33.01	0.78	They’re from high school.
33.8	3.53	I guess it was a good time, just hanging with the guys all the time.
37.49	3.85	Yeah I remember my one friend Andrew he um we used to play games together.
41.42	3.29	Um we used to play league of legends even though I didn’t know anything about it.
44.97	2.45	Uh but now my other friends are teaching me that too at home.
47.44	1.41	I mean not home in Baltimore.
49.28	3.29	And in my new house um my friend Stanley plays it a lot.
52.61	4.21	Uh he has he told me to clean the kitchen earlier today.
57.03	2.67	Uh I did though, cos I’m a responsible person of course.
60.38	4.03	Uh hopefully I’m responsible, I – I don’t… hopefully they think that of me.
64.42	4.43	I don’t want to be – not a bad impression I don’t want them to have a bad impression of me.
68.86	2.87	Anyway uh this scanner is kinda loud.
71.75	0.63	That’s okay.
72.84	4.69	Um cos uh that is kind of loud, reminds me of the other scan I had.
77.91	5.75	Um I was just sitting there in the scanner for uh many many many many minutes.
83.69	0.99	I was just sitting there.
85.25	5.15	I had to go to the bathroom that entire time which was kind of sad because it made it less enjoyable.
90.7	2.15	The other scanner I was in, it kind of broke.
92.86	3.28	The coils were new that day, they were just delivered and I felt really bad for the guy.
96.59	1.21	He seemed like a really nice guy.
97.88	3.52	He was kind of bald though um but that’s okay, it’s not – it’s not a bad thing.
101.91	4.5	But it reminds me of my bald priest from church and uh.
106.53	4.47	That reminds me of the church at home and hey yeah, that was.
111.14	4.5	Tt’s pretty nice I I went there all my life um ever since I was a kid.
116.29	3.06	My childhood was pretty fun, I went to the carnival a lot there.
119.7	3.88	The carnival was a really fun time I used to see my friends there.
124.17	4.31	Uh it’d always be really hot though so I’d get a little sweaty, which is kind of embarrassing hahaha.
128.58	0.86	That’s pretty funny.
129.82	3.43	Um but yeah I had I played the games at the carnival.
133.29	5.73	Uh I played basketball uh um pretty split – I used to play basketball in um Six Flags.
139.54	2.47	Uh that’s where they had the games even though they were ripoffs.
142.02	1.58	I remember I watched a YouTube video about it.
143.89	9.93	They’re kinda scams since like the since like it costs – the actual prizes cost more for you to pay uh I I it’s weird to think about it just there’s some like weird explanation to it.
