onset	duration	transcript
1.96	10.73	Okay, um, so right now I'm laying on an MRI machine with a mirror in front of me, pointing at a screen that I think is behind me.
14.78	8.42	I think that's pretty cool because if I had a mirror facing the other way when I was at home, I could watch TV while laying on the couch.
29.37	7.88	The screen in front of me has, right now it's grey, but it used to have the Apple wallpaper with the desert.
38.26	8.57	I actually have the same wallpaper on my computer and, I don't know, I've had it for a long time.
47.14	6.14	I guess it's just been really consistent and it changes during the day and during the night, which is pretty cool, I think.
55.33	8.6	Recently I was told to read this book and my friend actually had the book so I was reading it before I came here.
64.99	1.41	It's called Clara and the Sun.
68.47	9.69	It's like, It's like, It's about these artificial robot intelligences that are basically made to be friends with children.
78.78	5.36	And it's like, I've only gone through half of the book but it's pretty scary, I think.
84.53	9.57	Just like the whole idea and everything, how socializing, and that can be so affected by lack of a friend.
94.62	11.38	And that's like the whole point of having those robots and how the artificial robots aren't perfect by any means because they're also messed up kids, just like the rest of the kids.
108.05	9.27	I've only gone through half of the book and they were talking about some other things that I haven't gotten into yet, so I'm not exactly sure what it means.
118.19	9.32	They were talking about kids that were lifted and kids that weren't lifted and how that's unfortunate for this one kid that wasn't lifted.
128.82	5.4	I thought that was pretty interesting because I assume that's some enhancement of some sort.
137.57	8.36	Speaking of all of that stuff, it's like artificial intelligence and stuff, it reminds me of like chat GPT.
148.02	7.96	Chat GPT, in particular how some people I know are using it to write cover letters, which is crazy.
157.07	10.07	They would just write all of their things, put it into chat GPT and then it would just pop out a great cover letter and then they would just use the format of that to write their own cover letter.
169.72	2.65	I'm wondering when that stuff will be used.
174.68	4.1	Like AI will be advanced enough to detect when someone actually does that.
188.21	6.67	I feel like by talking I'm moving my head around a lot and that's kind of making me concerned.
198.32	2.02	This thinking time is supposed to be 10 minutes long.
200.38	1.94	It feels very, very long.
204.96	9.28	Over the last few weeks I was, I was at home, at break, during break I was at home.
216.81	5.16	I'm from LA but my parents moved up to San Francisco and the Bay Area.
223.45	3.78	It was really nice but I didn't really know anyone there.
228.12	1.59	It was really recent that they moved.
230.79	5.44	I was just up there by myself doing nothing every day except just walking around the neighborhood.
237.4	8.22	I did a lot of walking and playing Pokemon Go while I walked because I got super into that recently, which is also kind of dumb.
248.86	7.21	Aside from that, I didn't really do much except just cook and eat while my parents were at work.
256.86	1.76	I did a whole bunch of chores.
259.97	1.15	I was like their maid for a bit.
261.18	1.19	They were really happy about that.
