onset	duration	transcript
5.1	6.03	I went running right before I came in to get my scan done, down by the water in Fells.
12.15	1.28	I was running on red brick.
14.84	1.55	The brick is always so red.
17.78	1.77	I ran further than I normally do.
20.55	5.73	I've been running two or two and a half miles, but today I ran almost four, which is good.
27.38	1.46	But I had to walk a lot of the time.
30.64	2.25	I need to run more often so that I can walk less
35.03	5.09	Going swimming tomorrow with Fang, that'll be fun, I hope I'm not too tired.
40.87	5.02	I have a long day tomorrow, the interview is supposed to last from 8:00 to 3:00.
47.86	4.12	Maybe I'll take a nap afterwards, since we're not going swimming until much later.
53.52	3.93	Fang wants to lift before too, but he told me that he was tired.
57.74	2.22	His muscles were sore from lifting earlier in the week.
61.64	1.74	I wonder if I'll do arms or legs.
65.02	0.69	Arms maybe.
66.96	1.65	I don't wanna be sore in my legs.
70.35	1.01	This weekend should be fun.
72.49	1.04	I don't know what we're gonna do.
74.59	1.9	Fang said he would find something for us to do.
78.38	2.01	He always plan such interesting dates.
82.53	1.57	Maybe I'll meet up with my friend Albert.
85.53	1.1	We're overdue to meet up.
86.79	2.08	We were supposed to meet up last week, but then we couldn't.
90.69	3.36	I saw the parade in Hamden last weekend, that was nice.
94.98	3.55	I really liked the dancers, the the cultural dancers.
99.69	1.99	Fang knew what all the flags were in the parade.
103.15	1.53	I knew Mexico, and that was about it.
106.03	0.97	Think I called it Spain.
109.34	1.48	We got hot chocolate during the parade.
112.17	0.64	That was really good.
115.03	2.03	We were gonna make our own, but then we ended up buying it.
119.08	0.88	Zara was there.
122.72	3.66	He did a good job taking care of her, although I'm upset that she was sick while he was there.
128.46	1.03	She's better now though.
131.43	7.32	She was sleeping under my heavy comforter when I left, I hope she can breathe, it gets so hot under there.
140.58	4.35	I'm anxious that one day I'll come back to my house and find her suffocated under the blanket.
147.61	2.26	I think that's unlikely to happen though.
150.97	1.56	She's just taking a cat nap.
154.89	2.89	I hope she eats her breakfast, it was only half gone when I left.
159.33	1.47	I should have had more for breakfast.
161.78	4.83	I had some eggs after I came back from my run, but I don't think it was enough.
167.95	1.02	I cooked them in butter.
170.37	2.55	I should have cooked them in veggie oil or olive oil.
173.42	1.0	That would've been healthier.
176.32	1.36	I need to get some protein powder.
178.76	4.95	I usually have protein shakes after I run, but I'm out
183.86	1.62	I've been out for a couple weeks now.
187.41	7.11	The protein powder is cheapest at the Walmart in Catonsville, but it's such a long drive to get out there, I don't go very often.
196.28	5.83	I think I'm just gonna bite the bullet and go to Target and get some, it would be more expensive but I like going to Target.
204.45	11.16	I don't have too much money to waste on things I don't need at Target though, I need to remember to use my coupon, and not get distracted by the candle oil.
218.59	1.53	I have a long day ahead of me today.
221.18	3.77	I'm not looking forward to my ____ meeting.
226.36	4.57	At least I can only stay an hour, then I have to go to that other Zoom with the residents.
232.28	2.84	They seem like they're all really outgoing and I'm not very outgoing.
236.18	2.8	I hope it doesn't last too long, I hope it's not awkward.
239.77	1.84	Some of these meet and greets are really awkward.
243.85	6.66	The program seems like it's doing a lot to try to prevent that though, and it seems like it's a pretty good group.
251.31	0.81	Maybe I'll enjoy it.
254.18	1.56	I wonder what I'm having for dinner tonight.
257.31	2.77	I'm thinking about the butternut squash ravioli that I've been saving.
261.98	2.96	I can't decide what kind of sauce I wanna put on top of it though.
266.29	0.76	Marinara?
268.34	1.55	Maybe I'll just top it with some butter.
271.18	5.54	Maybe I'll borrow Anita's pesto, but I don't think pesto and butternut squash go together.
278.79	1.92	Maybe I'll just toss it with some olive oil.
284.25	2.3	I should really try to use more basil in my cooking.
287.38	4.09	I mean, I grew it to use it and now I barely even use it, now the plant is dying.
293.03	1.42	Maybe I should make my own pesto.
296.29	2.14	I need to get some pine nuts if I wanna do that.
299.43	2.52	I made it with, uh, sunflower seeds last time.
302.29	6.0	No, I made it with, uh, pumpkin seeds last time and it wasn't very good.
309.49	0.96	Fang said he liked it though.
311.86	1.46	He always says he likes everything I cook.
314.52	0.81	I think he lies.
316.48	1.89	I think he lies to make me feel good, but that's okay.
322.34	2.43	Maybe I'll be healthy and have the salad for dinner instead.
329.73	2.09	I need to use the sprouts before they go bad.
