onset	duration	transcript
4.09	10.26	Uh right now I think the biggest thing I’m thinking about is just a little bit of anxiety but it’s always a question of chasing down why I’m anxious.
17.04	5.76	Like a little bit maybe of just generalized medical anxiety?
22.99	1.95	Um plus new things.
26.41	2.37	Also having stuff to do later uh.
29.5	4.33	And to go finish dealing with my kits um which is fun.
34.88	15.35	Having done a lot of my kits cause everything’s expired um which really shouldn’t be my problem um cause I’m trying to avoid being stressed about that but doesn’t always work.
51.69	3.53	But after that but not much to do.
55.92	3.32	Calculate some venmo requests which is fine.
60.25	21.47	It’s really annoying having to deal with like utilities and stuff um and the math of that especially because they they just gave us back our bge security deposit of 3204 um so we have to well I have to do the math there on what that means um which is fun.
84.77	4.84	Generally this week isn’t that bad it just keeps getting busier somehow.
90.17	1.85	Things always getting added uh.
92.96	7.43	Have to drive home to Spotsylvania tomorrow um which if im lucky will be under 3 hrs.
100.48	3.45	Um I should check the traffic again after this.
104.49	3.73	Uh cause last time I checked it was hovering at like two and a half which is really bearable.
108.24	0.98	I can do two and a half.
111.69	1.1	I can do three really.
114.22	2.51	More than three I’ll start getting unhappy but.
117.72	1.1	I get to see my aunt.
118.84	3.61	Get to see her dog um which is good.
123.74	1.64	We’re doing it in the day.
125.38	2.18	Just doing dinner and coming back is a lot.
130.9	1.79	But I haven’t I haven’t seen my aunt in a while.
133.67	3.76	Emily saw her cause she was uh in Atlanta for whatever reason.
137.94	8.32	Um but she she’s like doing this it’s really weird I think to do with like a midlife crisis is to go do a divinity program at Notre Dame um.
146.95	2.77	That’s what she’s doing and you know.
151.21	2.05	It It fits her personality really.
154.05	7.0	Just odd cause nobody in my family is really that religious and then she’s one who became super catholic and she wasn’t even raised catholic.
170.92	1.82	Shelby’s old too now um.
176.46	3.26	Aunt mary got Shelby right around when we got Connor.
180.01	5.25	There’s this really cute photo of the two of them uh cuddling together on the couch.
185.35	4.2	Um where it’s like a whole yin yang thing cause she’s really light and he was black.
192.47	1.77	Just random photos floating around.
200.12	4.44	Oh my mom sent one of finn um you know being adorable cause he’s a puppy.
204.56	0.62	He’s pretty cute.
208.28	5.85	But she’s a very awkward dog he puts his ears back in all the photos which makes him look weird um.
215.21	1.27	Yeah it will be good to see *.
216.48	8.83	He he’s just so afraid of Jackson which is really weird because um he wasn’t afraid of Zack uh.
225.38	6.43	And I mean Zack’s taller definitely maybe lankier.
231.91	2.54	But he he wasn’t afraid of Zack as much.
234.65	4.73	And then every time like Jackson moves he doesn’t even have to leave the room and Fitz starts yelling at him.
240.48	0.56	He’s a weird dog.
242.0	1.68	Um very skiddish.
243.68	8.36	He’s gotten better for sure definitely um but being raised in a pandemic probably isn’t good for puppies being scared of things.
255.28	1.61	Duncan almost tolerates him now though.
257.17	0.38	That’s good.
270.8	1.86	To do list is shortening definitely.
273.22	2.31	But at night it’s going to get longer again.
281.31	2.81	The meeting on Thursday which I’m really not looking forward to.
284.12	1.12	It maybe it’ll maybe it’ll be good.
285.32	0.4	I don't know.
