onset	duration	transcript
8.84	3.57	Um, okay, I'm thinking about how this machine is kind of annoying.
12.42	6.22	It makes a lot of weird sounds, and it kind of sounds like a light saber or something from Star Wars, which I don't particularly enjoy.
19.42	4.3	I feel like they should make them more pleasant and have nicer sounds.
23.96	5.97	They had a lot of nice sounds when I was in Singapore, and the bus made a lot of fun sounds, which I enjoy.
30.65	3.91	Um, I kinda wish I could go back to Southeast Asia.
34.83	4.39	I really liked the food, especially in Vietnam, that was really good.
39.74	2.94	Um, this kinda makes me nervous.
42.84	5.82	I feel like I'm gonna likely... You guys are gonna find something in my brain or something weird, I don't know.
49.78	6.89	Um, and I'm thinking about how I did this, because Ben asked me to, and I've known Ben since freshman year, super nice.
57.72	4.54	Um and Dhruva did this talk thing too and she didn't find anything.
62.43	7.17	She... I think she said that she talked about, the friend group and like other people, which makes sense 'cause Dhruva does like gossip, which is strange she's mol cell.
72.48	2.25	I don't really know what to talk about for 10 minutes.
75.41	1.31	There's a lot of, like, random stuff.
77.81	6.12	Um, but yeah, I'm thinking about school right now, especially, like, lab.
84.13	1.21	I don't really know what we're doing right now.
85.69	2.1	My boss is kind of all over the place.
88.66	13.33	Uh, Steve didn't show up today, so I... That meant that I had to go in and do like a lot of the mice work and prepare the DSS, which I'm not really sure what trajectory he's taking with this experiment, but I guess it is what it is.
102.33	3.52	Because I only have, like, a year left, and I still have to figure out what I wanna do for my gap year.
107.93	16.79	Um, not sure I can really afford to go to Peru, even though it's what I wanna do, but I guess there's a lot going on in other places, and I should really look for jobs at some point, but it feels kind of overwhelming, so I keep putting it off and I keep procrastinating, but at least I'll figure something out, probably.
125.35	9.39	And I need to figure out if I'm getting paid for that, because I need to make money, because I don't have any money, and I like to order out food, so I kind of need to make the money for that.
136.12	10.31	Um, not really sure long-term what I wanna do, because I keep changing it, but I should probably figure out the gap year, because it's coming up much sooner than I'd like to.
146.91	2.52	But I'm really excited to go to Peru in January.
150.07	7.76	I hope I can get some good coffee, and I hope I actually have time to explore the country outside of just, like, doing the work during the day.
158.3	2.1	And I kinda don't even know what I'm supposed to do for the study.
160.74	5.59	As far as I know all I'm doing is flights, we should probably ask Dr. [0:03:04.1] ____ about that.
166.85	5.08	And figure out what other parts are paid, if I should be saving up right now, or what I'm gonna be doing actually, like, in the study.
172.58	7.97	I know he told me a couple weeks ago that I'm supposed to be meeting up with the Peruvian team, but I'm kinda worried that my Spanish won't be good enough to actually live there for two weeks.
180.93	4.96	Even though it is only two weeks, and that's, like, as long as I went to Singapore and Vietnam and I was fine there.
185.93	7.73	But I feel like I should be practicing my Spanish, but I don't really know where to find the time to do that, or if I should be reading or talking to people.
195.08	4.35	But I should probably figure out if, like, other parts of that trip are paid for or not.
199.96	13.75	I'm not really sure who I'm meeting, or, like, anything really beyond the flights, and I'm really glad they fixed that, because the flight was supposed to be, like, no gap, no, like, layover in between going from Atlanta to Peru, which really stressed me out.
213.93	8.78	And Will said that there wasn't a great layover time anyways, and that also that Atlanta's airport is, like, insane, so I'm glad that, that got fixed.
222.91	7.02	Now I have two hours, so that should give me plenty of time to, like, settle down and chill and, like, get food or whatever I need to do before actually arriving.
230.51	4.65	And I really hope that somebody meets me at the airport, because that would make me pretty nervous to, like, try and figure that out.
235.18	1.92	Even though I did it in Singapore, so I should be fine.
237.76	3.42	It's just everything's scary when it's new, I guess, I don't really know.
241.93	7.5	And then I hope that I actually have a place to stay and that they have figured out the accommodations for me, because that would be kind of last minute, and that would kind of suck.
249.78	2.85	So I should probably ask them that at this meeting on Thursday.
253.93	10.71	Which Thursday's gonna be a really busy day, I've had so many meetings, and I feel bad the clinic isn't really picking up, but I feel like there's no point in going in if there's nothing really going on.
264.73	1.18	Especially after Jenny left.
266.03	5.68	And it's good that Jenny left, because she was kind of terrorizing everybody, and that's fine, I guess.
271.83	9.5	But I feel like the clinic will run smoother without her in the long term, but I think what she did was kind of made it way more difficult for everybody.
281.37	9.12	Because now they don't have anybody to work the front desk, which means that the patients won't be getting the same level of care, which is disappointing, because they don't already get care, so I'm not really sure what they're going to do about that.
290.54	13.01	I think Ellen will probably step in at the front desk, which is good, but I feel like I could just work from home for the most part on Thursdays, because I don't like have anything to do anymore with the referrals department being kind of shut down.
304.01	3.85	With Kari taking her MCAT and everything, I'm really glad that I'm done with the MCAT.
308.25	1.46	That would suck to have to retake that.
310.03	1.2	I kinda miss taking it.
311.93	2.82	I miss the trip to DC though, for the MCAT, the food was so good.
