onset	duration	transcript
3.43	0.91	Okay, we're beginning.
5.88	4.22	Wow, I didn't realize thinking out loud would make my heart beat so fast.
10.32	2.09	I wonder why this is so nerve-wracking.
12.84	1.23	I feel like I'm on a spaceship.
15.6	1.65	I don't even know what I'm looking at.
19.76	3.18	I feel like I'm in a hazmat suit.
24.12	0.93	It's really weird.
25.52	6.49	But on the bright side, this is pretty entertaining, so no worries about falling asleep here.
33.14	1.97	I just need to make sure I don't move my head.
37.74	0.56	Problematic.
39.3	6.35	Okay, stay still and not say any personal information.
48.59	1.87	Good thing I wore my contacts.
51.59	1.09	Better eyesight.
53.28	1.88	That TV looks really big.
56.43	1.22	I wonder how this thing works.
60.06	2.63	Why are there scratch marks on this glass?
63.41	1.23	How did that happen?
65.09	1.82	And it's like a magenta.
66.91	2.63	No. Is this magenta?
69.73	0.58	Purple?
70.42	0.62	I don't know.
71.39	0.78	I don't know colors.
72.89	1.5	But some sort of color.
75.2	1.21	I don't know why.
76.79	0.91	I'm just very curious.
80.6	1.22	This is also very distracting.
82.55	0.67	That's all right, that's all right.
83.22	0.46	I've got this.
85.8	1.5	Oh nice, my heartbeat lowered.
87.3	1.25	I don't feel so nervous.
89.13	1.16	Relaxed.
91.21	1.4	A lot of beeping going on around me.
93.34	1.5	It sounds like I'm in a video game.
95.61	0.48	A machine.
96.55	1.55	Like Wreck-It Ralph.
98.1	1.41	What am I even talking about?
102.36	0.82	Fuzzy stuff.
103.95	1.18	Looking at a screen.
105.99	0.99	Thoughts.
107.44	1.41	I'm supposed to have thoughts.
109.44	2.35	Trying to have thoughts is also distracting.
112.79	1.65	What are natural thoughts?
115.21	1.08	Oh wow, that's really fuzzy.
117.32	0.49	What is that?
117.81	0.92	Is that a Velcro?
120.03	2.28	Why is it at the end of this thing?
124.03	0.47	What does it do?
126.43	0.95	It's so confusing.
127.38	1.68	One is white, one is black…
130.15	1.04	…but I don't even know why.
132.01	0.95	Is that the end?
134.62	0.47	What?
135.72	0.87	This is confusing.
137.76	1.19	What are those two things?
138.95	0.34	I don't know.
140.48	3.81	I don't know how this MRI stuff works.
150.02	1.3	What is that?
156.71	0.91	Oh, is it a camera?
157.62	1.41	No. I don't know.
160.43	3.42	I didn't even know they could just set up little TVs that I can look at in an MRI.
163.85	0.6	That's kind of cool.
165.91	1.73	Oh, my lips are touching the mic.
167.64	1.86	I hope I don't eat it.
169.5	0.77	Oh no, I won't.
170.9	0.43	It can't be.
172.61	2.47	I need to stop being so expressive or I'm going to end up moving my face.
175.97	0.81	I shouldn't do that.
176.78	1.23	Less movement.
179.41	0.82	Yes, I can do that.
181.72	1.87	I wonder how long it's been.
184.67	2.05	Man, maybe I should have drank some water.
187.67	1.26	No, then I would have to pee.
188.93	0.69	I should pee.
190.95	1.52	How long do I have to be in here?
195.23	1.51	Relaxing.
198.05	1.08	Got buttons.
201.17	0.95	More beeping.
203.58	0.77	TV.
206.57	3.45	I know I said this before, but that looks pretty big.
210.74	3.0	But I don't think it's actually that big in real life.
213.74	1.08	Maybe it's just this mirror thing…
215.16	1.59	…or whatever this is.
218.0	0.91	Yes, this is a mirror.
219.32	0.72	Yes.
223.64	0.61	Interesting.
225.09	2.01	Anyways, I hope my…
227.75	1.32	Yes, my contacts should be fine.
229.07	1.09	It'll focus.
