onset	duration	transcript
3.01	9.26	Okay so I know that squinting my eyes makes my eyesight worse but I literally can’t read unless I squint
12.27	3.18	but I saw the begin sign so I’m just gonna start talking
16.45	5.67	But like I kinda like forced myself to think about things cause right now I’m not really thinking about anything
23.12	5.85	Umm it’s a lot more crammed than I remembered it to be in freshman year
30.07	3.0	Umm but I honestly don’t remember because it was like two years ago
33.88	3.66	But I felt really bad because they paid like a lot
38.35	4.72	but they kept like trying to say like, “oh Ashley you have uh can you try to stay awake?” and I’m like “yea yea yea”
43.5	4.12	but then during the exercise I was falling asleep because it was like so boring and it was like so late
48.3	4.99	Well it wasn’t that late but I was like really tired from like doing like just having school and stuff
53.95	1.36	But at least I got an image of the brain
56.8	2.13	And then my brain is lopsided like it’s like
59.48	8.84	I think my right side of the brain is like more like it’s like s- it’s like dented or something I think my head is dented
68.93	3.46	Yea my head is definitely dented because my mo-
72.39	2.77	I would like love to sleep on my right side when I was a baby
75.16	1.98	but then my mom like didn’t really fix it
77.59	0.74	Or she tried to
78.33	2.8	but then I would just go back to like being on the right side again
83.71	2.61	Yea that’s why my ear is also like kind of messed up
86.32	2.74	because after trying to sleep on the right side
90.01	2.43	But then like when they think about my lopsided brain
92.44	6.19	I think about the the protests the Chinese international kids at our school
99.26	3.09	I think it’s because I posted like both pictures on my finsta at the same time
103.18	2.55	But thinking about it makes me like like it’s so funny
105.73	7.11	because the representatives from Hong Kong came to Hopkins to talk about what was it?
113.2	5.08	Umm oh yea it was to talk about like how Hong Kong like having independence from China and stuff like that
118.74	8.07	And then in the back like Chinese international kids would be holding up signs and like protesting against it and just like yelling at the speakers like I was like “oh my god”
127.58	1.86	And then I’m really glad I got a picture with them
129.44	1.18	because they looked so funny
132.36	7.44	Umm I’m really excited to go to the Roe v. Wade protest in D.C. next Monday
140.52	1.77	Yea it’s Monday for fourth of July
143.33	1.09	Umm I hope it’s during the day
144.42	1.86	cause at night I kinda wanna hang out with Daniel
