onset	duration	transcript
3.41	8.52	Okay so I was just thinking about the sound of the machine sounds like lightsabers going on like in Disneyland or like during Star Wars
11.93	2.91	I don’t know why it reminds me of that but it does
15.25	2.34	And I’m really sorry if I’m not speaking loud enough
17.59	1.45	I am trying
19.72	1.62	As well as trying to stay still
21.34	2.09	because I know I’m a talker with my hands
23.74	2.35	And it’s really hard to keep my body still
26.09	3.78	when I talk cause I like to express myself like physically as well
30.14	5.85	Um just heard a computer sound like the charger being plugged so I hope you have enough battery
36.54	9.75	Um I’m feeling like this breeze through the MRI machine which I’ve like tried to figure out for the past five minutes where it’s coming from
46.76	2.86	I don’t know if it’s like ventilated from inside or not
50.48	6.32	But my brain keeps thinking it’s like the magnetic waves from like the MRI machine
56.8	4.32	like pushing the air but I know that’s not really uh um
61.67	1.58	Heard the computer charger again
63.41	1.19	Hopefully your charger’s working
64.6	1.72	and not’s kinked like mine is
66.68	4.31	Cause my I know I have to like move my computer charger cord to the right position
74.24	1.95	Let’s see what’s on my mind
78.32	2.02	I was talking to my best friend Maddie
80.34	5.08	uh about another friend we have and some of his relationship issues
85.42	5.94	I’m kind of concerned for him just because it seems like the girl
92.27	2.44	This MRI is really loud oh my gosh
94.71	1.55	I forgot how loud it was
96.42	7.26	Last time I did this was freshman year and will admit completely fell asleep during the task cause it was like a driving task
104.67	5.08	And I don’t pay attention when it’s like a video of someone driving
110.7	4.26	Because I’m like in the passenger seat and I don’t have to pay attention
115.37	2.5	Um also I’m actually in the car
117.87	1.4	which I wasn’t
123.11	1.7	Our friend concerned
124.81	4.88	because this girl seems like he’s really or she’s really just wanting attention
130.51	1.31	And he doesn’t need that
132.87	1.95	So I hope he figures it out
135.33	3.72	But just erring on the side of caution because I want to like her
139.05	6.4	but with everything I’ve heard she doesn’t seem like a great fit for him if that makes sense
148.21	2.22	But yea I didn’t realize how cold this breeze was
150.97	6.98	Um I thought it was gonna be a lot like warmer like a warm summer’s breeze but no it’s kind of cold it’s like fall breeze
161.86	2.36	Yea tryna remember to breathe
166.35	3.4	Because when I talk I talk really fast and then I don’t breathe
172.47	3.36	And I also like in this MRI machine laying down I feel like I’m doing
176.9	6.31	What is it like a body mindfulness type of task like I did with my diabetes kids during our camp
183.97	7.9	Uh where we were just like laying down and just like focus on like each part of our body to like help us stay awake
192.53	1.5	But also to help us relax
194.03	1.9	And like I realized how tense I am
195.93	1.63	cause like when I’m lying down I like
198.63	4.63	Like I feel like I’m like not like restfully like laying down
203.54	3.63	It’s more like I’m trying brace myself up which is funny
209.67	8.16	But yea we just like focused on each body part and just like try to let the tension go away
218.19	0.71	But then I remember that
218.9	1.4	and then I’m like wait I can’t move
221.91	1.41	Feels really counterintuitive
224.14	6.98	This is this is what it kind of reminds me of like being in like a dark shelf thing
233.52	2.68	And trying to relax but not being able to
241.02	6.03	Yea I just keep hearing the really rapid beeping of this MRI machine
247.64	3.31	And like wow if this was a person’s pulse this would be really fast
252.08	2.5	Like dang their heart would be exploding out of their chest
257.04	2.12	Which reminds me of like I volunteer at the ER
259.16	2.55	and like I’ve never see anything like this
263.69	2.58	At the ER at least in my time volunteering
266.27	3.99	But it’s been a cool experience getting to see other things
270.26	1.95	And trying to figure out if I want to do medicine
276.17	2.9	Yea the only thing I can really focus on right now is the beeping
281.29	2.13	And hoping the computer is charged
286.56	6.48	Yea I see this like white little plus thing to help me fixate on the screen
293.9	1.54	But there’s nothing happening on the screen
295.64	4.12	so I’m like afraid something’s gonna just like jump out of the screen and scare me
