onset	duration	transcript
2.56	6.2	I can't believe Alexis sold her plant on her Facebook group.
11.52	1.67	Slipped a profit which was good.
13.64	1.78	I need to sell a couple of mine.
18.48	3.42	But that's going to have to wait because I really have to clean my fireplace.
21.9	0.66	It's a mess.
24.76	1.82	But we'll see.
27.52	4.54	I probably should dust it first because there's a bunch of dirt up there that locally you can't see.
32.86	1.68	But I know it's there and it bothers me.
35.7	3.74	And then after that I should probably clean the kitchen.
39.44	1.22	I have so many dishes.
41.96	3.16	But I did just get new ones from Ikea so that's probably a good thing.
46.16	5.64	I replaced the missing one from the set that I had originally.
53.84	0.84	But Ikea's far.
54.68	1.23	I wish it was closer.
56.72	1.46	It's probably a good thing that it's not closer.
59.28	3.22	Because then I'd have spent way too much money there but that's okay.
63.82	6.56	I did get the side table for my couch though that we were talking about.
72.36	12.14	Which was really helpful because now I can sit on my couch and have tea and not have to put it on the floor or bring in a new chair so I can work on my couch, or watch a movie on my couch and have my tea and stuff like that at the same time.
86.32	4.12	I only had one cup though this morning which usually I have more.
90.86	1.98	So, maybe I'll have more when I get home.
95.06	2.17	But I think, I don't know, the weather's been nice.
97.58	0.96	It's nice and rainy.
98.9	0.8	I like the rain.
101.9	3.7	I wish it was a little bit warmer or at least on the days that it was warm.
106.32	2.68	I wish the sun would come out so I could actually enjoy it.
109.14	6.72	Which is like, yesterday it was sunny, or it was warm, but it was raining.
117.12	1.84	And then the days that it's sunny it's cold.
120.36	1.44	So, it's like you can't have both.
123.28	2.75	We didn't get much snow this year though, which was a bummer.
126.03	0.91	I miss the snow.
127.98	6.38	Like back home in California we were getting more rain and snow than we are here which is insane.
137.04	0.86	I miss home.
138.72	1.7	My parents are building a chicken coop.
141.22	1.49	It's massive.
142.71	3.17	I didn't think it was going to be that big, but it's huge.
146.25	3.31	My mom could sleep in there if she wanted to.
149.92	1.08	It's just so big.
154.14	1.96	The color that she picked out was really nice though.
157.14	1.9	It's this blue with black trim.
163.28	1.48	And I think she's really going to enjoy it.
