onset	duration	transcript
3.79	5.68	I think that's it again, but I don't really know because my eyesight is really bad.
10.41	4.2	I guess I got that from my parents because both of them also have horrible eyesight.
18.47	2.54	I wonder how far back that goes genetically.
23.71	2.88	I mean, I have no idea how my ancestors survived.
27.63	5.6	I would definitely have died if I was in the wild, because I can't see anything.
35.73	1.96	I should get new glasses again soon.
40.73	3.2	I'd probably go to General Optics.
45.23	2.92	I love the woman there, she's so nice.
50.19	2.7	Except she tried to stab my eyes out with contacts.
54.19	1.06	But she's still very nice.
58.35	0.5	Man, it reminds me of high school.
62.33	1.78	It's been a while since high school.
66.85	2.07	Wow, so it's been...
70.37	0.78	With the gap year...
71.69	1.08	That's been two years.
75.35	0.78	That's crazy.
77.61	2.42	Well, I guess I missed part of it too because of COVID.
82.97	2.4	They had really good fries at Angelo's.
90.61	4.96	And Monalisa's, which is now closed, which is very sad.
96.47	1.04	I love that place.
100.05	1.34	I wonder how my friend Skindy's doing.
105.45	1.1	Oh, he's at Northeastern.
106.75	0.74	He's doing fine.
110.31	1.6	Boston must be nice this time of year.
113.33	1.82	And it's mud season, but still.
119.73	2.12	I should talk to my mom and dad more.
122.67	1.04	That's also been a while.
127.69	2.28	I don't know if I should be thinking this much about time.
130.29	1.4	Time's a crazy thing, so.
133.07	0.5	Who knows?
139.93	2.18	Oh, I got a lot of homework to do as well.
144.87	1.16	I'll do it when I get back.
148.29	1.22	Brody's kind of cold.
151.33	1.26	I've already spent a lot of time there.
156.23	1.74	But homework's homework, I guess, so.
162.95	2.18	I think being an engineer will be fun, though.
168.17	1.58	I mean, I got to do what I like doing, so.
170.91	4.48	Just got to put in the work now, and it'll pay off in like three years.
178.17	0.44	It's okay.
178.83	0.5	It's okay.
180.25	0.76	Don't switch pages.
183.03	1.36	I'm actually loving it.
184.91	0.52	Am I, though?
186.73	0.5	I think I am.
187.27	0.48	I think I am.
188.91	1.46	I love the people.
197.79	1.36	Sounds like dubstep in here.
202.57	1.88	This is what I imagine a rave being like.
206.77	0.86	I wonder if they've done that.
207.95	1.22	MRI rave.
215.71	0.4	It's a brain scan of the entire crowd at once.
219.01	0.82	That'd be sick.
221.57	3.72	A lot of the people there probably have jewelry, because it's like a punk thing.
227.27	2.46	Oh, and then the metal spikes get ripped out.
230.47	0.74	Yeah, maybe not.
231.25	1.26	That's a bad idea.
236.55	1.96	They probably have really good food, though.
242.01	2.34	I'm thinking a lot about food and time.
245.49	1.38	Maybe I'm hungry.
249.81	2.86	I could really use a burger.
253.11	2.4	It's been a while since I had one of those.
260.23	2.12	Wild Willy's in Watertown.
262.41	1.36	That's the place I want to go.
264.29	2.66	I went there with my friends after the Grand Canyon hike.
268.81	1.0	That was so fun.
271.09	1.12	That was so pretty, too.
273.79	1.46	And I got ripped from that.
275.37	1.38	That was crazy.
278.95	0.86	I had a great time.
282.79	3.98	Oh, and my mattress deflated, and I had to sleep on the icy ground.
287.39	1.76	I got so sick and cold.
295.53	0.86	I love hikes.
296.51	0.5	I love hikes.
297.03	1.24	They're so fun.
